Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 1 - Crypt 3 D	24	0	0			16	200	200	200	200	200	200	2500	1900	0	1	0	0	0	1	1	1	0	1	1	4	-1	-1	-1	-1	22	23	0	0	0	0	0	0	8	9	-1	-1	-1	-1	-1	-1	120	81	255	81	0	0	1	0	2025	7	32	57	8	43	81	1024	1024	1024	2	4	4	6	6	8	1	0	6	skeleton5	vampire1	skmage_fire3	skmage_ltng3	skmage_cold3	skmage_pois3	pantherwoman1	goatman3	goatlord3																		skeleton5	vampire1	skmage_fire3	skmage_ltng3	skmage_cold3	skmage_pois3	pantherwoman1	goatman3	goatlord3																	skeleton5	vampire1	skmage_fire3	skmage_ltng3	skmage_cold3	skmage_pois3	pantherwoman1	goatman3	goatlord3																	rat	bat			30	30							8	5	255	Tower Cellar Level 3	To The Tower Cellar Level 3	A1L24	15	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1
Act 1 - Crypt 3 E	25	0	0			17	30	30	30	30	30	30	2500	2200	0	2	0	0	0	1	1	1	0	1	2	4	-1	-1	-1	-1	23	0	0	0	0	0	0	0	8	-1	-1	-1	-1	-1	-1	-1	120	81	255	81	0	0	1	0	100	7	32	57	8	44	82	1024	1024	1024	2	4	4	6	6	8	1	0	6	wraith3	vampire1	sandleaper3	brute4	brute5	swarm1	slinger1	goatman3	goatlord3	rhino1																	wraith3	vampire1	sandleaper3	brute4	brute5	swarm1	slinger1	goatman3	goatlord3	rhino1																wraith3	vampire1	sandleaper3	brute4	brute5	swarm1	slinger1	goatman3	goatlord3	rhino1																rat	bat			30	30							8	5	255	Tower Cellar Level 5	To The Tower Cellar Level 5	A1L26	15	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1
Act 1 - Monastery	26	0	0			0	64	18	64	18	64	18	3000	1000	0	1	0	0	0	1	1	1	0	0	2	5	-1	-1	-1	-1	0	27	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	60	0	255	0	0	0	1	0	2025	8	33	58	9	42	73	600	600	600	3	4	5	6	7	8	1	0	6	wraith2	fallenshaman4	skmage_fire2	skmage_ltng2	skmage_cold2	skmage_pois2	quillbear2	fallen4	bighead4	corruptrogue3																	wraith2	fallenshaman4	skmage_fire2	skmage_ltng2	skmage_cold2	skmage_pois2	quillbear2	fallen4	bighead4	corruptrogue3																wraith2	fallenshaman4	skmage_fire2	skmage_ltng2	skmage_cold2	skmage_pois2	quillbear2	fallen4	bighead4	corruptrogue3																												48	6	255	Monastery Gate	To The Monastery Gate	A1L27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Act 1 - Courtyard 1	27	0	0			0	56	40	56	40	56	40	0	-40	26	1	0	0	0	1	1	1	0	0	2	6	-1	-1	-1	-1	26	28	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	60	0	255	0	1	0	1	0	2025	9	34	59	10	42	73	600	600	600	3	4	5	6	7	8	1	0	6	skeleton5	fallen4	skeleton4	bighead1	quillbear2	quillbear3	fallenshaman4	corruptrogue3																			skeleton5	fallen4	skeleton4	bighead1	quillbear2	quillbear3	fallenshaman4	corruptrogue3																		skeleton5	fallen4	skeleton4	bighead1	quillbear2	quillbear3	fallenshaman4	corruptrogue3																														0	7	5	Outer Cloister	To The Outer Cloister	A1L28	14	15	0	0	0	0	0	0	7	33	0	0	0	0	0	0	1
Act 1 - Barracks	28	0	0			0	200	200	200	200	200	200	-1	-1	0	1	0	0	0	1	1	1	0	1	1	7	-1	-1	-1	-1	27	29	0	0	0	0	0	0	-1	14	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	9	34	59	10	42	73	680	680	680	2	4	4	6	6	8	1	0	6	zombie3	vulture1	vampire5	sandleaper2	sk_archer4	mummy1	flyingscimitar	bighead1	goatman5	goatlord5																	zombie3	vulture1	vampire5	sandleaper2	sk_archer4	mummy1	flyingscimitar	bighead1	goatman5	goatlord5																zombie3	vulture1	vampire5	sandleaper2	sk_archer4	mummy1	flyingscimitar	bighead1	goatman5	goatlord5																rat	bat			30	30							8	8	255	Barracks	To The Barracks	A1L29	51	3	17	0	0	0	0	0	9	35	25	0	0	0	0	0	1
Act 1 - Jail 1	29	0	0			18	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	28	30	0	0	0	0	0	0	13	14	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	10	35	60	11	43	74	680	680	680	2	4	4	6	6	8	1	1	6	skeleton5	fallenshaman4	skeleton4	sandleaper1	sk_archer4	mummy1	clawviper2	goatman5	goatlord5																		skeleton5	fallenshaman4	skeleton4	sandleaper1	sk_archer4	mummy1	clawviper2	goatman5	goatlord5																	skeleton5	fallenshaman4	skeleton4	sandleaper1	sk_archer4	mummy1	clawviper2	goatman5	goatlord5																	rat	bat			30	30							8	8	255	Jail Level 1	To The Jail Level 1	A1L30	51	15	3	0	0	0	0	0	11	50	35	0	0	0	0	0	1
Act 1 - Jail 2	30	0	0			19	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	29	31	0	0	0	0	0	0	13	14	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	10	35	60	11	43	74	680	680	680	2	4	4	6	6	8	1	1	6	skeleton5	vulture1	sandleaper3	sandleaper2	brute4	quillbear3	pantherwoman1	goatman5	goatlord5																		skeleton5	vulture1	sandleaper3	sandleaper2	brute4	quillbear3	pantherwoman1	goatman5	goatlord5																	skeleton5	vulture1	sandleaper3	sandleaper2	brute4	quillbear3	pantherwoman1	goatman5	goatlord5																	rat	bat			30	30							8	8	255	Jail Level 2	To The Jail Level 2	A1L31	51	15	3	0	0	0	0	0	13	50	45	0	0	0	0	0	1
Act 1 - Jail 3	31	0	0			20	200	200	200	200	200	200	3500	1600	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	30	32	0	0	0	0	0	0	13	13	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	10	35	60	11	43	74	680	680	680	2	4	4	6	6	8	1	1	6	sandraider1	vampire5	skmage_fire3	skmage_ltng3	skmage_cold3	skmage_pois3	slinger1	goatman5	goatlord5																		sandraider1	vampire5	skmage_fire3	skmage_ltng3	skmage_cold3	skmage_pois3	slinger1	goatman5	goatlord5																	sandraider1	vampire5	skmage_fire3	skmage_ltng3	skmage_cold3	skmage_pois3	slinger1	goatman5	goatlord5																	rat	bat			30	30							0	8	255	Jail Level 3	To The Jail Level 3	A1L32	51	15	3	0	0	0	0	0	15	50	55	0	0	0	0	0	1
Act 1 - Courtyard 2	32	0	0			0	18	20	18	20	18	20	4000	1000	0	1	0	0	0	1	1	1	0	0	2	6	-1	-1	-1	-1	31	33	0	0	0	0	0	0	14	-1	-1	-1	-1	-1	-1	-1	60	0	255	0	0	0	1	0	2025	10	35	60	11	43	75	720	720	720	2	4	4	6	6	8	1	0	6	sandraider1	fallenshaman4	sandleaper3	skmage_ltng3	sk_archer4	quillbear3	slinger1																				sandraider1	fallenshaman4	sandleaper3	skmage_ltng3	sk_archer4	quillbear3	slinger1																			sandraider1	fallenshaman4	sandleaper3	skmage_ltng3	sk_archer4	quillbear3	slinger1																															0	7	7	Inner Cloister	To The Inner Cloister	A1L33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Act 1 - Cathedral	33	0	0			0	28	34	28	34	28	34	-4	-34	32	1	0	0	0	1	1	1	0	1	2	9	-1	-1	-1	-1	32	36	0	0	0	0	0	0	-1	15	-1	-1	-1	-1	-1	-1	60	0	255	0	1	0	1	0	2025	11	36	61	12	44	75	680	680	680	2	4	4	6	6	8	1	0	6	wraith3	vulture1	sandleaper3	brute4	swarm1	pantherwoman1	slinger1	corruptrogue4	fallenshaman4	brute5																	wraith3	vulture1	sandleaper3	brute4	swarm1	pantherwoman1	slinger1	corruptrogue4	fallenshaman4	brute5																wraith3	vulture1	sandleaper3	brute4	swarm1	pantherwoman1	slinger1	corruptrogue4	fallenshaman4	brute5																rat	bat			30	30							0	9	255	Cathedral	To The Cathedral	A1L34	16	3	50	17	0	0	0	0	35	45	3	3	0	0	0	0	1
Act 1 - Catacombs 1	34	0	0			21	200	200	200	200	200	200	4500	1000	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	35	37	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	20	255	255	255	0	0	1	0	2025	11	36	61	12	44	75	680	680	680	2	4	4	6	6	8	1	0	6	claygolemmon	vampire1	batdemon1	bighead2	brute4	swarm1	blackknight1	arach2																			claygolemmon	vampire1	batdemon1	bighead2	brute4	swarm1	blackknight1	arach2																		claygolemmon	vampire1	batdemon1	bighead2	brute4	swarm1	blackknight1	arach2																		rat	bat			30	30							60	10	255	Catacombs Level 3	To The Catacombs Level 3	A1L37	16	3	14	17	0	0	0	0	40	45	15	3	0	0	0	0	1
Act 1 - Catacombs 2	35	0	0			22	200	200	200	200	200	200	4500	1300	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	36	34	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	20	255	255	255	0	0	1	0	2025	11	36	61	12	44	76	680	680	680	2	4	4	6	6	8	1	0	6	claygolemmon	wraith3	vulture1	skmage_fire3	skmage_ltng3	skmage_cold3	skmage_pois3	corruptrogue4	clawviper2	blackknight1																	claygolemmon	wraith3	vulture1	skmage_fire3	skmage_ltng3	skmage_cold3	skmage_pois3	corruptrogue4	clawviper2	blackknight1																claygolemmon	wraith3	vulture1	skmage_fire3	skmage_ltng3	skmage_cold3	skmage_pois3	corruptrogue4	clawviper2	blackknight1																rat	bat			30	30							60	10	8	Catacombs Level 2	To The Catacombs Level 2	A1L36	16	3	14	17	0	0	0	0	45	45	17	3	0	0	0	0	1
Act 1 - Catacombs 3	36	0	0			23	200	200	200	200	200	200	4500	1600	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	33	35	0	0	0	0	0	0	16	18	-1	-1	-1	-1	-1	-1	20	255	255	255	1	0	1	0	2025	12	37	62	13	45	76	680	680	680	2	4	4	6	6	8	1	0	6	claygolemmon	skeleton5	vampire1	sandleaper3	brute4	brute5	foulcrow3	corruptrogue4	clawviper2	blackknight1																	claygolemmon	skeleton5	vampire1	sandleaper3	brute4	brute5	foulcrow3	corruptrogue4	clawviper2	blackknight1																claygolemmon	skeleton5	vampire1	sandleaper3	brute4	brute5	foulcrow3	corruptrogue4	clawviper2	blackknight1																rat	bat			30	30							60	10	255	Catacombs Level 1	To The Catacombs Level 1	A1L35	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0	1
Act 1 - Catacombs 4	37	0	0			24	22	31	22	31	22	31	4500	1900	0	2	0	0	0	1	1	1	0	1	2	10	-1	-1	-1	-1	34	0	0	0	0	0	0	0	17	-1	-1	-1	-1	-1	-1	-1	20	255	255	255	0	0	1	0	2025	12	37	62	13	45	76	680	680	680	2	4	4	6	6	8	1	0	6	claygolemmon	goatman5	batdemon1	bighead2	brute5	overlord1	goatlord5	blackknight1	vampire1	overlord1																	claygolemmon	goatman5	batdemon1	bighead2	brute5	overlord1	goatlord5	blackknight1	vampire1	overlord1																claygolemmon	goatman5	batdemon1	bighead2	brute5	overlord1	goatlord5	blackknight1	vampire1	overlord1																rat	bat			30	30							60	10	255	Catacombs Level 4	To The Catacombs Level 4	A1L38	16	3	14	17	0	0	0	0	55	45	1	3	0	0	0	0	1
Act 1 - Tristram	38	0	0			25	43	48	43	48	43	48	5000	1000	0	1	1	0	0	0	1	1	1	0	2	11	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	60	255	0	0	0	1	1	0	2025	6	31	56	7	41	79	520	520	520	2	4	4	6	6	8	0	0	6	sk_archer3	brute3	fallenshaman3	fallenshaman2	cr_archer4	cr_lancer4	blackknight1																				sk_archer3	brute3	fallenshaman3	fallenshaman2	cr_archer4	cr_lancer4	blackknight1																			sk_archer3	brute3	fallenshaman3	fallenshaman2	cr_archer4	cr_lancer4	blackknight1																															0	3	255	Tristram	To Tristram	A1L39	44	45	0	0	0	0	0	0	0	33	1	0	0	0	0	0	1
Act 1 - Moo Moo Farm	39	0	0	26	40	26	80	80	80	80	80	80	5000	1148	0	1	1	0	0	0	1	1	0	0	3	2	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	60	0	255	0	0	0	1	0	2025	28	53	78	44	68	89	1800	1800	1800	8	9	10	11	12	13	1	0	5	moomoofriend	moomoofriend2	moomoofriend3	moomoofriend4	moomoofriend5																						moomoofriend	moomoofriend2	moomoofriend3	moomoofriend4	moomoofriend5																					moomoofriend	moomoofriend2	moomoofriend3	moomoofriend4	moomoofriend5																																	0	34	6	Moo Moo Farm	To The Moo Moo Farm	A1L40	1	38	33	34	0	0	0	0	5	35	35	35	0	0	0	0	0
Act 2 - Town	40	1	1			27	56	56	56	56	56	56	1000	1000	0	1	0	0	0	0	1	1	1	0	2	12	-1	-1	-1	-1	0	0	48	51	50	0	0	0	-1	-1	19	20	24	-1	-1	-1	0	0	0	0	1	1	0	0	2025	0	25	50				0	0	0							0	0																																																																														bug	camel			30	30							0	12	9	Lut Gholein	To Lut Gholein	A2L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Desert 1	41	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	0	7	8	55	55	55	55	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	14	39	64	15	45	78	880	880	880	3	4	5	6	7	8	1	0	6	wraith4	vulture2	pantherwoman2	batdemon2	clawviper3	sandmaggot1	slinger2	mummy3																			wraith4	vulture2	pantherwoman2	batdemon2	clawviper3	sandmaggot1	slinger2	mummy3																		wraith4	vulture2	pantherwoman2	batdemon2	clawviper3	sandmaggot1	slinger2	mummy3																		scorpion	camel			20	10							0	13	255	Rocky Waste	To The Rocky Waste	A2L2	30	24	32	37	36	0	0	0	15	30	15	40	40	0	0	0	0
Act 2 - Desert 2	42	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	1	7	8	56	56	56	56	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	15	40	65	16	46	79	880	880	880	3	4	5	6	7	8	1	0	6	blunderbore2	swarm2	sandraider3	arach3	clawviper3	mummy3	sandmaggot1	slinger5	vulture2																		blunderbore2	swarm2	sandraider3	arach3	clawviper3	mummy3	sandmaggot1	slinger5	vulture2																	blunderbore2	swarm2	sandraider3	arach3	clawviper3	mummy3	sandmaggot1	slinger5	vulture2																	scorpion	camel			20	10							0	13	11	Dry Hills	To The Dry Hills	A2L3	30	24	32	37	36	0	0	0	15	30	14	40	40	0	0	0	0
Act 2 - Desert 3	43	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	2	7	8	0	0	0	0	62	0	0	0	-1	-1	-1	-1	47	-1	-1	-1	0	0	0	0	1	0	1	0	2025	16	41	66	17	47	79	880	880	880	3	4	5	6	7	8	1	0	6	sandmaggot3	swarm2	pantherwoman3	crownest4	slinger3	mosquito1	sandmaggot2																				sandmaggot3	swarm2	pantherwoman3	crownest4	slinger3	mosquito1	sandmaggot2																			sandmaggot3	swarm2	pantherwoman3	crownest4	slinger3	mosquito1	sandmaggot2																			scorpion	camel			20	10							0	13	13	Far Oasis	To The Far Oasis	A2L4	30	24	32	37	36	0	0	0	15	30	13	40	40	0	0	0	0
Act 2 - Desert 4	44	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	3	7	8	0	0	65	0	0	0	0	0	-1	-1	50	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	3800	17	42	67	44	68	89	1024	1024	1024	8	9	10	11	12	13	1	0	7	hellcowboy1	hellcowboy2	hellcowboy3	cowfly																							hellcowboy1	hellcowboy2	hellcowboy3	cowfly																						hellcowboy1	hellcowboy2	hellcowboy3	cowfly																						scorpion	camel			20	10							0	13	14	Lost City	To The Lost City	A2L5	30	24	32	37	36	0	0	0	15	30	12	40	40	0	0	0	0
Act 2 - Desert 5	45	1	1			27	32	32	32	32	32	32	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	-1	-1	-1	8	0	58	0	0	0	0	0	0	-1	37	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	1	0	2025	18	43	68	19	48	80	880	880	880	3	4	5	6	7	8	1	0	6	thornhulk2	swarm3	clawviper5	foulcrow4	slinger3	clawviper4	vulture4	mummy4	unraveler4																		thornhulk2	swarm3	clawviper5	foulcrow4	slinger3	clawviper4	vulture4	mummy4	unraveler4																	thornhulk2	swarm3	clawviper5	foulcrow4	slinger3	clawviper4	vulture4	mummy4	unraveler4																	scorpion	camel			20	10							0	13	255	Valley of Snakes	To The Valley of Snakes	A2L6	30	24	32	37	36	0	0	0	15	30	11	40	40	0	0	0	0
Act 2 - Valley of the Kings	46	1	1	13	13	28	80	80	80	80	80	80	2500	1000	0	1	0	0	1	0	1	1	1	0	3	16	9	4	7	8	0	66	67	68	69	70	71	72	-1	38	39	40	41	42	43	44	45	0	0	0	1	1	1	0	3800	16	41	66	17	50	82	880	880	880	4	5	6	7	8	9	1	0	6	mummy4	vulture4	clawviper5	unraveler4	slinger6	zombie5	pantherwoman4																				mummy4	vulture4	clawviper5	unraveler4	slinger6	zombie5	pantherwoman4																			mummy4	vulture4	clawviper5	unraveler4	slinger6	zombie5	pantherwoman4																			scorpion	camel			20	10							0	14	17	Canyon of the Magi	To The Canyon of the Magi	A2L7	30	24	32	37	36	0	0	0	15	30	10	40	40	0	0	0	0
Act 2 - Sewer 1 A	47	1	1			29	200	200	200	200	200	200	1500	1000	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	51	58	57	0	0	0	0	0	22	21	23	-1	-1	-1	-1	-1	8	0	255	0	0	0	1	0	100	13	38	63	14	45	77	680	680	680	3	4	5	6	7	8	1	0	6	unraveler1	vulture2	sandraider3	unraveler2	unraveler3	mummy3																					unraveler1	vulture2	sandraider3	unraveler2	unraveler3	mummy3																				unraveler1	vulture2	sandraider3	unraveler2	unraveler3	mummy3																				rat	bat	scorpion		30	100	20						0	15	255	Sewers Level 1	To The Sewers Level 1	A2L10	32	26	5	0	0	0	0	0	10	10	10	0	0	0	0	0	0
Act 2 - Sewer 1 B	48	1	1			30	200	200	200	200	200	200	1500	1300	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	40	0	49	0	0	0	0	0	22	-1	23	-1	-1	-1	-1	-1	8	0	255	0	0	0	1	0	2025	13	38	63	14	45	77	680	680	680	3	4	5	6	7	8	1	0	6	wraith4	slinger2	pantherwoman2	batdemon2	clawviper3	sandmaggot2																					wraith4	slinger2	pantherwoman2	batdemon2	clawviper3	sandmaggot2																				wraith4	slinger2	pantherwoman2	batdemon2	clawviper3	sandmaggot2																				rat	bat	scorpion		30	100	20						0	15	10	Sewers Level 2	To The Sewers Level 2	A2L8	32	26	5	0	0	0	0	0	12	12	12	0	0	0	0	0	0
Act 2 - Sewer 1 C	49	1	1			31	200	200	200	200	200	200	1500	1600	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	48	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	8	0	255	0	0	0	1	0	2025	14	39	64	15	46	78	680	680	680	3	4	5	6	7	8	1	0	6	willowisp1	swarm3	sandmaggot2	arach3	sandmaggot3	mosquito1																					willowisp1	swarm3	sandmaggot2	arach3	sandmaggot3	mosquito1																				willowisp1	swarm3	sandmaggot2	arach3	sandmaggot3	mosquito1																				rat	bat	scorpion		30	100	20						0	15	255	Sewers Level 3	To The Sewers Level 3	A2L9	32	26	5	0	0	0	0	0	15	15	15	0	0	0	0	0	0
Act 2 - Harem	50	1	1	11	11	32	16	19	16	19	16	19	2000	1000	0	1	0	0	0	1	1	1	0	1	2	14	-1	-1	-1	-1	40	0	52	52	0	0	0	0	25	-1	28	29	-1	-1	-1	-1	128	255	255	255	0	0	0	0	2025	0	25	50				0	0	0							0	0																																																																														rat	bat	scorpion		30	30	20						8	16	255	Harem Level 1	To The Harem Level 1	A2L11	56	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Act 2 - Corrupt Harem 1	51	1	1	11	11	33	100	100	100	100	100	100	2000	1119	0	1	0	0	0	1	1	1	0	1	1	14	-1	-1	-1	-1	40	62	47	63	0	0	0	0	26	27	28	29	-1	-1	-1	-1	50	255	81	81	0	0	1	0	2025	13	38	63	14	49	81	2200	2200	2200	3	4	5	6	7	8	1	0	6	scarab4	slinger2	slinger4	batdemon2	clawviper3	mummy4	baboon1																				scarab4	slinger2	slinger4	batdemon2	clawviper3	mummy4	baboon1																			scarab4	slinger2	slinger4	batdemon2	clawviper3	mummy4	baboon1																			rat	bat	scorpion		30	30	20						8	17	255	Harem Level 2	To The Harem Level 2	A2L12	56	55	0	0	0	0	0	0	15	33	0	0	0	0	0	0	0
Act 2 - Basement 1	52	1	1	11	11	34	100	100	100	100	100	100	2000	1319	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	50	50	53	53	0	0	0	0	26	27	32	32	-1	-1	-1	-1	50	255	81	81	0	0	1	0	2025	13	38	63	14	49	81	2200	2200	2200	3	4	5	6	7	8	1	1	6	blunderbore2	swarm3	sandraider3	unraveler3	sandmaggot1	slinger5	baboon1																				blunderbore2	swarm3	sandraider3	unraveler3	sandmaggot1	slinger5	baboon1																			blunderbore2	swarm3	sandraider3	unraveler3	sandmaggot1	slinger5	baboon1																			rat	bat	scorpion		30	30	20						60	18	15	Palace Cellar Level 1 	To The Palace Cellar Level 1 	A2L13	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Basement 2	53	1	1	11	11	35	100	100	100	100	100	100	2000	1519	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	52	52	54	54	0	0	0	0	30	31	32	32	-1	-1	-1	-1	50	255	81	81	1	0	1	0	2025	13	38	63	14	49	81	2200	2200	2200	3	4	5	6	7	8	1	1	6	wraith5	sk_archer5	pantherwoman4	baboon1	slinger3	thornhulk1	sandraider3																				wraith5	sk_archer5	pantherwoman4	baboon1	slinger3	thornhulk1	sandraider3																			wraith5	sk_archer5	pantherwoman4	baboon1	slinger3	thornhulk1	sandraider3																			rat	bat	scorpion		30	30	20						60	18	255	Palace Cellar Level 2	To The Palace Cellar Level 2	A2L14	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Basement 3	54	1	1	11	11	36	100	100	100	100	100	100	2000	1719	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	53	53	0	0	0	0	0	0	30	31	-1	-1	-1	-1	-1	-1	50	255	81	81	1	1	1	0	2025	13	38	63	14	50	81	2200	2200	2200	3	4	5	6	7	8	1	1	6	blunderbore1	sk_archer5	skmage_fire4	skmage_ltng4	skmage_cold4	skmage_pois4	sandraider3	baboon1																			blunderbore1	sk_archer5	skmage_fire4	skmage_ltng4	skmage_cold4	skmage_pois4	sandraider3	baboon1																		blunderbore1	sk_archer5	skmage_fire4	skmage_ltng4	skmage_cold4	skmage_pois4	sandraider3	baboon1																		rat	bat	scorpion		30	30	20						60	18	255	Palace Cellar Level 3	To The Palace Cellar Level 3	A2L15	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Tomb 1 A	55	1	1			37	200	200	200	200	200	200	3000	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	41	0	0	0	59	0	0	0	45	-1	-1	-1	46	-1	-1	-1	8	255	255	255	0	0	1	0	1000	12	37	62	44	68	88	2300	2600	2600	6	7	10	11	12	13	1	0	4	chaossummoner	chaosmage1	chaosmage2	chaosmage3																							chaossummoner	chaosmage1	chaosmage2	chaosmage3																						chaossummoner	chaosmage1	chaosmage2	chaosmage3																						rat	bat	scorpion		30	30	20						60	19	255	Stony Tomb Level 1	To The Stony Tomb Level 1	A2L16	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 2 A	56	1	1			38	200	200	200	200	200	200	3000	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	42	0	0	0	60	0	0	0	45	-1	-1	-1	46	-1	-1	-1	8	255	255	255	0	0	1	0	1000	12	37	62	13	46	82	2200	2200	2200	3	4	5	6	7	8	1	0	6	willowisp1	swarm3	sandmaggot2	baboon1	slinger3	mosquito1	mummy3																				willowisp1	swarm3	sandmaggot2	baboon1	slinger3	mosquito1	mummy3																			willowisp1	swarm3	sandmaggot2	baboon1	slinger3	mosquito1	mummy3																			rat	bat	scorpion		30	30	20						60	19	255	Halls of the Dead Level 1	To The Halls of the Dead Level 1	A2L17	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
